"TIME","TYPE","AMOUNT","CATEGORY","ACCOUNT","NOTES"
"Feb 27, 2026 8:50 AM","(-) Expense","51.00","Transportation","Primary","metro"
"Feb 27, 2026 1:06 PM","(-) Expense","128.00","Food","Primary","thali"
"Feb 27, 2026 4:42 PM","(-) Expense","29.00","Food","Cash","samosa"
"Feb 27, 2026 7:10 PM","(-) Expense","48.00","Transportation","Primary","metro"
"Feb 28, 2026 7:00 AM","(-) Expense","169.00","Sport","Primary","gym day pass"
"Feb 28, 2026 8:19 AM","(-) Expense","11.00","Food","Cash","tea"
"Feb 28, 2026 1:05 PM","(-) Expense","109.00","Food","Primary","office cafeteria"
"Feb 28, 2026 9:02 PM","(-) Expense","590.00","Food","Primary","outside dinner"
"Mar 01, 2026 8:22 AM","(-) Expense","26.00","Food","Cash","filter coffee"
"Mar 01, 2026 9:13 AM","(+) Income","55987.20","Salary","Primary","monthly salary"
"Mar 01, 2026 9:37 AM","(*) Transfer","11497.50","-","Primary->Savings","monthly save"
"Mar 01, 2026 11:00 AM","(-) Expense","198.00","Ration","Primary","weekly veggies"
"Mar 01, 2026 11:34 AM","(-) Expense","241.00","Ration","Primary","chicken"
"Mar 01, 2026 11:34 AM","(-) Expense","277.00","Ration","Primary","weekly veggies"
"Mar 01, 2026 11:35 AM","(-) Expense","73.00","Ration","Primary","bread and butter"
"Mar 01, 2026 11:37 AM","(-) Expense","311.00","Ration","Primary","weekly veggies"
"Mar 01, 2026 1:05 PM","(-) Expense","123.00","Food","Primary","burger"
"Mar 01, 2026 4:38 PM","(-) Expense","15.00","Food","Cash","biscuit"
"Mar 01, 2026 6:21 PM","(-) Expense","1459.00","Entertainment","Primary","game purchase"
"Mar 01, 2026 8:10 PM","(-) Expense","393.00","Social","Primary","team lunch share"
"Mar 02, 2026 8:22 AM","(-) Expense","29.00","Food","Primary","filter coffee"
"Mar 02, 2026 8:47 AM","(-) Expense","47.00","Transportation","Metro","metro"
"Mar 02, 2026 10:05 AM","(-) Expense","10243.00","Home","Primary","rent share"
"Mar 02, 2026 1:05 PM","(-) Expense","68.00","Food","Primary","dosa"
"Mar 02, 2026 4:41 PM","(-) Expense","13.00","Food","Primary","tea"
"Mar 02, 2026 7:12 PM","(-) Expense","58.00","Transportation","Metro","metro"
"Mar 03, 2026 8:10 AM","(*) Transfer","494.50","-","Primary->Metro","metro card top-up"
"Mar 03, 2026 8:47 AM","(-) Expense","28.50","Transportation","Primary","bus"
"Mar 03, 2026 1:05 PM","(-) Expense","40.00","Food","Primary","idli"
"Mar 03, 2026 4:41 PM","(-) Expense","33.00","Food","Primary","juice"
"Mar 03, 2026 7:12 PM","(-) Expense","24.00","Transportation","Primary","bus"
"Mar 03, 2026 9:02 PM","(-) Expense","226.00","Food","Primary","dinner"
"Mar 04, 2026 8:21 AM","(-) Expense","12.00","Food","Primary","tea"
"Mar 04, 2026 8:51 AM","(-) Expense","22.50","Transportation","Primary","bus"
"Mar 04, 2026 1:04 PM","(-) Expense","83.00","Food","Primary","dosa"
"Mar 05, 2026 7:00 AM","(-) Expense","75.00","Sport","Primary","sports drink"
"Mar 05, 2026 8:52 AM","(-) Expense","22.00","Transportation","Primary","bus"
"Mar 05, 2026 11:22 AM","(-) Expense","626.50","Bills","Primary","wifi"
"Mar 05, 2026 1:07 PM","(-) Expense","42.00","Food","Primary","idli"
"Mar 05, 2026 7:10 PM","(-) Expense","27.50","Transportation","Primary","bus"
"Mar 06, 2026 8:22 AM","(-) Expense","28.00","Food","Primary","filter coffee"
"Mar 06, 2026 8:49 AM","(-) Expense","58.00","Transportation","Metro","metro"
"Mar 06, 2026 1:06 PM","(-) Expense","40.00","Food","Primary","idli"
"Mar 06, 2026 4:41 PM","(-) Expense","24.00","Food","Cash","water bottle"
"Mar 06, 2026 7:09 PM","(-) Expense","45.50","Transportation","Metro","metro"
"Mar 07, 2026 7:01 AM","(-) Expense","246.00","Sport","Primary","badminton court"
"Mar 07, 2026 8:18 AM","(-) Expense","21.00","Food","Cash","filter coffee"
"Mar 07, 2026 11:11 AM","(-) Expense","431.00","Ration","Primary","rice and dal"
"Mar 07, 2026 11:13 AM","(-) Expense","568.00","Ration","Primary","grocery restock"
"Mar 07, 2026 11:19 AM","(-) Expense","377.50","Ration","Primary","chicken"
"Mar 07, 2026 11:29 AM","(-) Expense","226.00","Ration","Primary","chicken"
"Mar 07, 2026 11:29 AM","(-) Expense","101.00","Ration","Primary","eggs pack"
"Mar 07, 2026 1:02 PM","(-) Expense","380.00","Food","Primary","pizza"
"Mar 07, 2026 4:39 PM","(-) Expense","28.00","Food","Cash","water bottle"
"Mar 07, 2026 6:23 PM","(-) Expense","1278.00","Entertainment","Primary","game purchase"
"Mar 07, 2026 8:12 PM","(-) Expense","272.00","Social","Primary","team lunch share"
"Mar 08, 2026 8:23 AM","(-) Expense","14.00","Food","Primary","tea"
"Mar 08, 2026 11:00 AM","(-) Expense","342.00","Ration","Primary","chicken"
"Mar 08, 2026 11:27 AM","(-) Expense","333.00","Ration","Primary","weekly veggies"
"Mar 08, 2026 11:33 AM","(-) Expense","273.50","Ration","Primary","chicken"
"Mar 08, 2026 12:10 PM","(-) Expense","981.00","Bills","Primary","electricity"
"Mar 08, 2026 1:04 PM","(-) Expense","101.00","Food","Primary","office cafeteria"
"Mar 08, 2026 4:41 PM","(-) Expense","39.00","Food","Cash","poha"
"Mar 09, 2026 8:19 AM","(-) Expense","29.00","Food","Primary","filter coffee"
"Mar 09, 2026 3:30 PM","(-) Expense","265.00","Health","Primary","pharmacy"
"Mar 09, 2026 4:38 PM","(-) Expense","29.00","Food","Primary","water bottle"
"Mar 10, 2026 8:20 AM","(-) Expense","28.00","Food","Cash","filter coffee"
"Mar 10, 2026 8:50 AM","(-) Expense","26.00","Transportation","Primary","bus"
"Mar 10, 2026 1:04 PM","(-) Expense","101.00","Food","Primary","office cafeteria"
"Mar 10, 2026 4:43 PM","(-) Expense","63.00","Food","Primary","dosa"
"Mar 11, 2026 8:23 AM","(-) Expense","12.00","Food","Primary","tea"
"Mar 11, 2026 8:52 AM","(-) Expense","43.00","Transportation","Metro","metro"
"Mar 11, 2026 1:06 PM","(-) Expense","76.50","Food","Primary","dosa"
"Mar 11, 2026 2:00 PM","(-) Expense","45.00","Education","Primary","printouts"
"Mar 11, 2026 3:32 PM","(-) Expense","413.00","Health","Primary","doctor consult"
"Mar 11, 2026 7:09 PM","(-) Expense","53.50","Transportation","Metro","metro"
"Mar 12, 2026 7:03 AM","(-) Expense","118.00","Sport","Primary","gym day pass"
"Mar 12, 2026 8:50 AM","(-) Expense","19.00","Transportation","Primary","bus"
"Mar 12, 2026 12:00 PM","(+) Income","108.00","Refunds","Primary","cashback"
"Mar 12, 2026 4:03 PM","(-) Expense","887.00","Shopping","Primary","t-shirt"
"Mar 12, 2026 4:38 PM","(-) Expense","10.00","Food","Primary","tea"
"Mar 12, 2026 6:32 PM","(-) Expense","207.00","Telephone","Primary","prepaid top-up"
"Mar 12, 2026 7:08 PM","(-) Expense","33.00","Transportation","Primary","bus"
"Mar 13, 2026 8:22 AM","(-) Expense","14.50","Food","Primary","tea"
"Mar 13, 2026 8:53 AM","(-) Expense","33.00","Transportation","Metro","metro"
"Mar 13, 2026 1:03 PM","(-) Expense","67.00","Food","Primary","idli"
"Mar 13, 2026 7:07 PM","(-) Expense","53.00","Transportation","Metro","metro"
"Mar 14, 2026 8:17 AM","(-) Expense","12.00","Food","Primary","tea"
"Mar 14, 2026 11:18 AM","(-) Expense","169.00","Ration","Primary","fruits"
"Mar 14, 2026 11:20 AM","(-) Expense","96.00","Ration","Primary","milk and curd"
"Mar 14, 2026 11:22 AM","(-) Expense","92.00","Ration","Primary","eggs pack"
"Mar 14, 2026 11:36 AM","(-) Expense","103.50","Ration","Primary","milk and curd"
"Mar 14, 2026 1:08 PM","(-) Expense","202.00","Food","Primary","dinner"
"Mar 14, 2026 6:00 PM","(-) Expense","314.00","Social","Primary","holi colors and snacks"
"Mar 14, 2026 6:17 PM","(-) Expense","1288.50","Entertainment","Primary","game purchase"
"Mar 14, 2026 9:03 PM","(-) Expense","167.00","Food","Primary","biryani"
"Mar 15, 2026 8:19 AM","(-) Expense","29.00","Food","Primary","filter coffee"
"Mar 15, 2026 4:41 PM","(-) Expense","40.00","Food","Primary","idli"
"Mar 15, 2026 6:02 PM","(-) Expense","135.00","Social","Primary","holi colors and snacks"
"Mar 15, 2026 8:04 PM","(*) Transfer","3160.50","-","Primary->Credit","credit card payment"
"Mar 16, 2026 8:23 AM","(-) Expense","32.00","Food","Primary","filter coffee"
"Mar 16, 2026 8:47 AM","(-) Expense","48.00","Transportation","Metro","metro"
"Mar 16, 2026 1:06 PM","(-) Expense","167.00","Food","Primary","thali"
"Mar 17, 2026 7:03 AM","(-) Expense","149.00","Sport","Primary","swimming"
"Mar 17, 2026 8:19 AM","(-) Expense","25.00","Food","Cash","filter coffee"
"Mar 17, 2026 1:05 PM","(-) Expense","53.00","Food","Primary","idli"
"Mar 18, 2026 8:12 AM","(*) Transfer","261.00","-","Primary->Metro","metro card top-up"
"Mar 18, 2026 8:49 AM","(-) Expense","54.00","Transportation","Metro","metro"
"Mar 18, 2026 1:05 PM","(-) Expense","164.00","Food","Primary","thali"
"Mar 18, 2026 4:42 PM","(-) Expense","28.00","Food","Primary","egg puff"
"Mar 18, 2026 7:09 PM","(-) Expense","39.00","Transportation","Metro","metro"
"Mar 19, 2026 8:17 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Mar 19, 2026 8:47 AM","(-) Expense","39.00","Transportation","Metro","metro"
"Mar 19, 2026 1:06 PM","(-) Expense","47.00","Food","Primary","idli"
"Mar 19, 2026 4:43 PM","(-) Expense","15.00","Food","Cash","tea"
"Mar 19, 2026 7:09 PM","(-) Expense","49.00","Transportation","Metro","metro"
"Mar 19, 2026 9:00 PM","(-) Expense","132.50","Food","Primary","burger"
"Mar 20, 2026 8:18 AM","(-) Expense","12.00","Food","Cash","tea"
"Mar 20, 2026 8:52 AM","(-) Expense","36.00","Transportation","Metro","metro"
"Mar 20, 2026 1:06 PM","(-) Expense","104.00","Food","Primary","office cafeteria"
"Mar 20, 2026 4:37 PM","(-) Expense","47.00","Food","Primary","juice"
"Mar 20, 2026 5:46 PM","(*) Transfer","1394.00","-","Primary->Cash","atm cash"
"Mar 20, 2026 7:08 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Mar 21, 2026 8:21 AM","(-) Expense","11.00","Food","Primary","tea"
"Mar 21, 2026 1:03 PM","(-) Expense","247.00","Food","Primary","biryani"
"Mar 21, 2026 4:38 PM","(-) Expense","26.00","Food","Cash","samosa"
"Mar 21, 2026 9:02 PM","(-) Expense","389.50","Food","Primary","weekend brunch"
"Mar 22, 2026 8:21 AM","(-) Expense","23.00","Food","Primary","filter coffee"
"Mar 22, 2026 1:04 PM","(-) Expense","213.00","Food","Primary","thali"
"Mar 22, 2026 9:00 PM","(-) Expense","223.00","Food","Primary","pizza"
"Mar 23, 2026 8:19 AM","(-) Expense","12.00","Food","Primary","cutting chai"
"Mar 23, 2026 8:51 AM","(-) Expense","41.50","Transportation","Primary","metro"
"Mar 23, 2026 1:03 PM","(-) Expense","110.00","Food","Primary","office cafeteria"
"Mar 23, 2026 7:11 PM","(-) Expense","44.00","Transportation","Primary","metro"
"Mar 24, 2026 7:03 AM","(-) Expense","360.00","Sport","Primary","badminton court"
"Mar 24, 2026 8:20 AM","(-) Expense","30.00","Food","Cash","filter coffee"
"Mar 24, 2026 8:49 AM","(-) Expense","29.00","Transportation","Primary","bus"
"Mar 24, 2026 1:02 PM","(-) Expense","125.50","Food","Primary","office cafeteria"
"Mar 24, 2026 4:00 PM","(-) Expense","180.00","Shopping","Primary","household item"
"Mar 24, 2026 4:42 PM","(-) Expense","82.00","Food","Primary","dosa"
"Mar 25, 2026 8:48 AM","(-) Expense","18.00","Transportation","Primary","bus"
"Mar 25, 2026 1:03 PM","(-) Expense","103.00","Food","Primary","thali"
"Mar 25, 2026 4:41 PM","(-) Expense","43.00","Food","Primary","juice"
"Mar 25, 2026 7:09 PM","(-) Expense","34.00","Transportation","Primary","bus"
"Mar 26, 2026 7:03 AM","(-) Expense","128.00","Sport","Primary","gym day pass"
"Mar 26, 2026 8:17 AM","(-) Expense","24.00","Food","Primary","filter coffee"
"Mar 26, 2026 8:47 AM","(-) Expense","26.00","Transportation","Primary","bus"
"Mar 26, 2026 1:07 PM","(-) Expense","104.00","Food","Primary","office cafeteria"
"Mar 26, 2026 4:02 PM","(-) Expense","1701.00","Shopping","Primary","earphones"
"Mar 26, 2026 4:40 PM","(-) Expense","78.00","Food","Primary","dosa"
"Mar 27, 2026 8:23 AM","(-) Expense","30.00","Food","Primary","filter coffee"
"Mar 27, 2026 8:49 AM","(-) Expense","27.00","Transportation","Primary","bus"
"Mar 27, 2026 1:02 PM","(-) Expense","68.50","Food","Primary","idli"
"Mar 27, 2026 4:43 PM","(-) Expense","28.00","Food","Primary","egg puff"
"Mar 27, 2026 7:10 PM","(-) Expense","15.00","Transportation","Primary","bus"
"Mar 28, 2026 7:00 AM","(-) Expense","141.00","Sport","Primary","gym day pass"
"Mar 28, 2026 8:21 AM","(-) Expense","13.00","Food","Cash","tea"
"Mar 28, 2026 4:37 PM","(-) Expense","34.00","Food","Primary","poha"
"Mar 28, 2026 6:18 PM","(-) Expense","255.00","Entertainment","Primary","movie"
"Mar 28, 2026 9:00 PM","(-) Expense","161.00","Food","Primary","biryani"
"Mar 29, 2026 8:22 AM","(-) Expense","11.00","Food","Primary","tea"
"Mar 29, 2026 11:26 AM","(-) Expense","172.50","Ration","Primary","fruits"
"Mar 29, 2026 11:30 AM","(-) Expense","111.00","Ration","Primary","milk and curd"
"Mar 29, 2026 1:03 PM","(-) Expense","125.00","Food","Primary","lunch"
"Mar 29, 2026 4:42 PM","(-) Expense","47.00","Food","Primary","idli"
"Mar 29, 2026 8:08 PM","(-) Expense","241.00","Social","Primary","team lunch share"
"Mar 30, 2026 8:17 AM","(-) Expense","12.00","Food","Primary","cutting chai"
"Mar 30, 2026 8:51 AM","(-) Expense","37.00","Transportation","Primary","metro"
"Mar 30, 2026 1:05 PM","(-) Expense","160.00","Food","Primary","thali"
"Mar 30, 2026 7:11 PM","(-) Expense","36.00","Transportation","Primary","metro"
"Mar 31, 2026 8:17 AM","(-) Expense","32.00","Food","Primary","filter coffee"
"Mar 31, 2026 8:53 AM","(-) Expense","39.00","Transportation","Metro","metro"
"Mar 31, 2026 1:02 PM","(-) Expense","89.00","Food","Primary","office cafeteria"
"Mar 31, 2026 4:38 PM","(-) Expense","22.00","Food","Cash","samosa"
"Apr 01, 2026 8:21 AM","(-) Expense","10.50","Food","Primary","cutting chai"
"Apr 01, 2026 8:52 AM","(-) Expense","50.50","Transportation","Primary","metro"
"Apr 01, 2026 9:18 AM","(+) Income","55987.20","Salary","Primary","monthly salary"
"Apr 01, 2026 9:42 AM","(*) Transfer","11237.00","-","Primary->Savings","monthly save"
"Apr 01, 2026 9:54 AM","(*) Transfer","3323.00","-","Savings->Emergency","emergency fund"
"Apr 01, 2026 1:05 PM","(-) Expense","110.00","Food","Primary","lunch"
"Apr 01, 2026 4:37 PM","(-) Expense","17.50","Food","Primary","biscuit"
"Apr 01, 2026 7:12 PM","(-) Expense","51.00","Transportation","Primary","metro"
"Apr 02, 2026 8:17 AM","(-) Expense","12.00","Food","Primary","tea"
"Apr 02, 2026 8:52 AM","(-) Expense","25.00","Transportation","Primary","bus"
"Apr 02, 2026 10:02 AM","(-) Expense","11936.00","Home","Primary","rent share"
"Apr 02, 2026 1:08 PM","(-) Expense","128.00","Food","Primary","thali"
"Apr 02, 2026 4:03 PM","(-) Expense","191.00","Shopping","Primary","stationery"
"Apr 02, 2026 7:09 PM","(-) Expense","29.00","Transportation","Primary","bus"
"Apr 03, 2026 8:12 AM","(*) Transfer","296.00","-","Primary->Metro","metro card top-up"
"Apr 03, 2026 8:53 AM","(-) Expense","34.00","Transportation","Metro","metro"
"Apr 03, 2026 1:02 PM","(-) Expense","125.00","Food","Primary","lunch"
"Apr 03, 2026 3:30 PM","(-) Expense","735.00","Health","Primary","doctor consult"
"Apr 03, 2026 7:13 PM","(-) Expense","46.00","Transportation","Metro","metro"
"Apr 04, 2026 8:20 AM","(-) Expense","13.00","Food","Primary","tea"
"Apr 04, 2026 11:19 AM","(-) Expense","225.00","Ration","Primary","chicken"
"Apr 04, 2026 11:35 AM","(-) Expense","86.00","Ration","Primary","milk and curd"
"Apr 04, 2026 1:08 PM","(-) Expense","401.00","Food","Primary","pizza"
"Apr 04, 2026 4:43 PM","(-) Expense","37.00","Food","Cash","poha"
"Apr 04, 2026 6:21 PM","(-) Expense","733.00","Entertainment","Primary","game purchase"
"Apr 04, 2026 9:00 PM","(-) Expense","424.00","Food","Primary","weekend brunch"
"Apr 05, 2026 11:18 AM","(-) Expense","610.00","Bills","Primary","wifi"
"Apr 06, 2026 8:18 AM","(-) Expense","25.00","Food","Primary","filter coffee"
"Apr 06, 2026 8:50 AM","(-) Expense","37.00","Transportation","Metro","metro"
"Apr 06, 2026 1:03 PM","(-) Expense","65.00","Food","Primary","dosa"
"Apr 07, 2026 7:02 AM","(-) Expense","279.00","Sport","Primary","badminton court"
"Apr 07, 2026 8:23 AM","(-) Expense","10.00","Food","Primary","tea"
"Apr 07, 2026 8:49 AM","(-) Expense","49.00","Transportation","Metro","metro"
"Apr 07, 2026 1:06 PM","(-) Expense","58.00","Food","Primary","dosa"
"Apr 07, 2026 7:13 PM","(-) Expense","50.00","Transportation","Metro","metro"
"Apr 07, 2026 9:00 PM","(-) Expense","196.00","Food","Primary","thali"
"Apr 08, 2026 8:19 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Apr 08, 2026 8:53 AM","(-) Expense","47.00","Transportation","Metro","metro"
"Apr 08, 2026 12:08 PM","(-) Expense","643.00","Bills","Primary","electricity"
"Apr 08, 2026 1:03 PM","(-) Expense","105.00","Food","Primary","office cafeteria"
"Apr 08, 2026 7:07 PM","(-) Expense","41.00","Transportation","Metro","metro"
"Apr 09, 2026 7:01 AM","(-) Expense","127.00","Sport","Primary","gym day pass"
"Apr 09, 2026 8:19 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Apr 09, 2026 8:53 AM","(-) Expense","51.00","Transportation","Metro","metro"
"Apr 09, 2026 1:04 PM","(-) Expense","85.00","Food","Primary","office cafeteria"
"Apr 09, 2026 4:39 PM","(-) Expense","25.00","Food","Primary","water bottle"
"Apr 09, 2026 7:08 PM","(-) Expense","53.00","Transportation","Metro","metro"
"Apr 10, 2026 8:17 AM","(-) Expense","12.00","Food","Cash","tea"
"Apr 10, 2026 8:47 AM","(-) Expense","31.00","Transportation","Primary","bus"
"Apr 10, 2026 1:07 PM","(-) Expense","87.00","Food","Primary","dosa"
"Apr 10, 2026 4:42 PM","(-) Expense","43.00","Food","Primary","fruit salad"
"Apr 10, 2026 7:10 PM","(-) Expense","26.00","Transportation","Primary","bus"
"Apr 11, 2026 7:00 AM","(-) Expense","305.50","Sport","Primary","badminton court"
"Apr 11, 2026 8:21 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Apr 11, 2026 11:04 AM","(-) Expense","103.00","Ration","Primary","milk and curd"
"Apr 11, 2026 11:19 AM","(-) Expense","292.00","Ration","Primary","rice and dal"
"Apr 11, 2026 1:03 PM","(-) Expense","216.00","Food","Primary","thali"
"Apr 11, 2026 6:19 PM","(-) Expense","360.50","Entertainment","Primary","cafe hangout"
"Apr 11, 2026 8:09 PM","(-) Expense","358.00","Social","Primary","team lunch share"
"Apr 12, 2026 8:21 AM","(-) Expense","11.00","Food","Primary","tea"
"Apr 12, 2026 11:03 AM","(-) Expense","94.50","Ration","Primary","milk and curd"
"Apr 12, 2026 11:06 AM","(-) Expense","346.50","Ration","Primary","chicken"
"Apr 12, 2026 11:23 AM","(-) Expense","80.00","Ration","Primary","milk and curd"
"Apr 12, 2026 11:32 AM","(-) Expense","52.00","Ration","Primary","bread and butter"
"Apr 12, 2026 4:00 PM","(-) Expense","546.00","Shopping","Primary","t-shirt"
"Apr 12, 2026 6:29 PM","(-) Expense","358.00","Telephone","Primary","prepaid top-up"
"Apr 12, 2026 9:00 PM","(-) Expense","186.00","Food","Primary","biryani"
"Apr 13, 2026 8:19 AM","(-) Expense","11.00","Food","Primary","tea"
"Apr 13, 2026 8:50 AM","(-) Expense","22.00","Transportation","Primary","bus"
"Apr 13, 2026 1:05 PM","(-) Expense","155.50","Food","Primary","thali"
"Apr 13, 2026 7:09 PM","(-) Expense","35.00","Transportation","Primary","bus"
"Apr 14, 2026 7:00 AM","(-) Expense","185.00","Sport","Primary","gym day pass"
"Apr 14, 2026 8:17 AM","(-) Expense","11.50","Food","Cash","cutting chai"
"Apr 14, 2026 8:48 AM","(-) Expense","44.50","Transportation","Metro","metro"
"Apr 14, 2026 1:08 PM","(-) Expense","101.00","Food","Primary","office cafeteria"
"Apr 14, 2026 7:07 PM","(-) Expense","37.00","Transportation","Metro","metro"
"Apr 15, 2026 8:21 AM","(-) Expense","12.00","Food","Primary","cutting chai"
"Apr 15, 2026 8:49 AM","(-) Expense","27.00","Transportation","Primary","bus"
"Apr 15, 2026 1:07 PM","(-) Expense","93.00","Food","Primary","office cafeteria"
